2022-01-08 16:21:08.5200000 [client] INFO Searching for server executables haskell-language-server-wrapper,haskell-language-server in $PATH
2022-01-08 16:21:08.5200000 [client] INFO $PATH environment variable: /home/vvcaw/.emacs.d/bin:/home/vvcaw/.cargo/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl
2022-01-08 16:21:08.5230000 [client] INFO Found server executable in $PATH: haskell-language-server-wrapper
2022-01-08 16:21:08.5240000 [client] INFO Activating the language server in working dir: /home/vvcaw/dev/BWINF/Aufgabe2 (the workspace folder)
2022-01-08 16:21:08.5240000 [client] INFO run command: haskell-language-server-wrapper --lsp
2022-01-08 16:21:08.5240000 [client] INFO debug command: haskell-language-server-wrapper --lsp
2022-01-08 16:21:08.5240000 [client] INFO server environment variables:
2022-01-08 16:21:08.5260000 [client] INFO Starting language server
No 'hie.yaml' found. Try to discover the project type!
Run entered for haskell-language-server-wrapper(haskell-language-server-wrapper) Version 1.3.0.0 x86_64 ghc-9.0.1
Current directory: /home/vvcaw/dev/BWINF/Aufgabe2
Operating system: linux
Arguments: ["--lsp"]
Cradle directory: /home/vvcaw/dev/BWINF/Aufgabe2
Cradle type: Default

Tool versions found on the $PATH
cabal:		Not found
stack:		2.7.3
ghc:		9.0.1


Consulting the cradle to get project GHC version...
Project GHC version: 9.0.1
haskell-language-server exe candidates: ["haskell-language-server-9.0.1","haskell-language-server"]
Launching haskell-language-server exe at:/usr/bin/haskell-language-server
haskell-language-server version: 1.3.0.0 (GHC: 9.0.1) (PATH: /usr/bin/haskell-language-server)
Starting (haskell-language-server)LSP server...
  with arguments: GhcideArguments {argsCommand = LSP, argsCwd = Nothing, argsShakeProfiling = Nothing, argsTesting = False, argsExamplePlugin = False, argsDebugOn = False, argsLogFile = Nothing, argsThreads = 0, argsProjectGhcVersion = False}
  with plugins: [PluginId "pragmas",PluginId "floskell",PluginId "fourmolu",PluginId "ormolu",PluginId "stylish-haskell",PluginId "retrie",PluginId "callHierarchy",PluginId "haddockComments",PluginId "eval",PluginId "importLens",PluginId "moduleName",PluginId "hlint",PluginId "ghcide-hover-and-symbols",PluginId "ghcide-code-actions-imports-exports",PluginId "ghcide-code-actions-type-signatures",PluginId "ghcide-code-actions-bindings",PluginId "ghcide-code-actions-fill-holes",PluginId "ghcide-completions",PluginId "ghcide-type-lenses",PluginId "ghcide-core"]
  in directory: /home/vvcaw/dev/BWINF/Aufgabe2
 Starting LSP server...
If you are seeing this in a terminal, you probably should have run WITHOUT the --lsp option!
Started LSP server in 0.05s
setInitialDynFlags cradle: Cradle {cradleRootDir = "/home/vvcaw/dev/BWINF/Aufgabe2", cradleOptsProg = CradleAction: Default}
Currently, HLS supports GHC 9 only partially. See [issue #297](https://github.com/haskell/haskell-language-server/issues/297) for more detail.
2022-01-08 17:21:10.397555823 [ThreadId 5] INFO hls:	Registering ide configuration: IdeConfiguration {workspaceFolders = fromList [NormalizedUri (-3688132169937626545) "file:///home/vvcaw/dev/BWINF/Aufgabe2"], clientSettings = hashed Nothing}
2022-01-08 17:21:14.391431 [ThreadId 221] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:21:14.391485419 [ThreadId 223] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:21:14.391765576 [ThreadId 227] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:21:14.391771494 [ThreadId 225] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:21:14.391878187 [ThreadId 229] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:21:14.391960353 [ThreadId 231] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:21:14.391945266 [ThreadId 230] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:21:47.564419786 [ThreadId 242] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:21:47.564451471 [ThreadId 244] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:21:47.564887573 [ThreadId 248] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:21:47.564635637 [ThreadId 240] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:21:47.56522751 [ThreadId 249] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:21:47.56528789 [ThreadId 251] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:21:47.564513777 [ThreadId 246] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:22:06.584337411 [ThreadId 261] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:22:06.584395528 [ThreadId 263] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:22:06.584423794 [ThreadId 265] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:22:06.584483668 [ThreadId 267] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:22:06.584533756 [ThreadId 269] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:22:06.584579019 [ThreadId 271] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:22:06.584657943 [ThreadId 273] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:24:29.528752829 [ThreadId 283] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:24:29.528938904 [ThreadId 285] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:24:29.528980625 [ThreadId 287] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:24:29.529013462 [ThreadId 289] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:24:29.529052512 [ThreadId 291] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:24:29.529234968 [ThreadId 293] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:24:29.529372556 [ThreadId 294] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:24:33.278240998 [ThreadId 308] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:24:33.278245699 [ThreadId 304] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:24:33.278384615 [ThreadId 306] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:24:33.278433113 [ThreadId 313] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:24:33.278469535 [ThreadId 314] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:24:33.278381134 [ThreadId 310] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:24:33.278402702 [ThreadId 312] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:06.264673988 [ThreadId 324] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:25:06.264761787 [ThreadId 326] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:25:06.264790365 [ThreadId 332] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:06.264889762 [ThreadId 328] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:25:06.264993496 [ThreadId 330] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:06.265065934 [ThreadId 336] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:06.265051456 [ThreadId 334] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:25:14.779350045 [ThreadId 349] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:25:14.779392243 [ThreadId 345] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:25:14.779403953 [ThreadId 351] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:14.779352629 [ThreadId 347] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:25:14.779419755 [ThreadId 353] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:14.779462067 [ThreadId 349] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:25:14.779610586 [ThreadId 354] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:39.654077871 [ThreadId 361] INFO hls:	finish: Outline (took 0.00s)
2022-01-08 17:25:39.699938433 [ThreadId 389] INFO hls:	Consulting the cradle for "Bruteforcer.hs"
2022-01-08 17:25:39.700039223 [ThreadId 389] WARNING hls:	No [cradle](https://github.com/mpickering/hie-bios#hie-bios) found for Bruteforcer.hs.
 Proceeding with [implicit cradle](https://hackage.haskell.org/package/implicit-hie).
You should ignore this message, unless you see a 'Multi Cradle: No prefixes matched' error.
Output from setting up the cradle Cradle {cradleRootDir = "/home/vvcaw/dev/BWINF/Aufgabe2", cradleOptsProg = CradleAction: Default}
2022-01-08 17:25:39.781869546 [ThreadId 389] INFO hls:	Using interface files cache dir: /home/vvcaw/.cache/ghcide/main-1a596a151463f2c53ee4feb14ecd276a1ccebfda
2022-01-08 17:25:39.781964891 [ThreadId 389] INFO hls:	Using interface files cache dir: /home/vvcaw/.cache/ghcide/main-1a596a151463f2c53ee4feb14ecd276a1ccebfda
2022-01-08 17:25:39.782003255 [ThreadId 389] INFO hls:	Making new HscEnv[main,main]
2022-01-08 17:25:39.793504639 [ThreadId 484] INFO hls:	finish: Outline (took 0.00s)
2022-01-08 17:25:39.940202457 [ThreadId 550] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:25:39.940587359 [ThreadId 559] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:39.940745024 [ThreadId 563] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:39.940722048 [ThreadId 561] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:25:39.940870822 [ThreadId 564] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:39.941075236 [ThreadId 571] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:25:39.94111312 [ThreadId 572] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:25:46.927517316 [ThreadId 664] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:25:46.927651999 [ThreadId 670] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:46.927654668 [ThreadId 673] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:25:46.927774173 [ThreadId 677] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:46.927777945 [ThreadId 679] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:25:46.927815343 [ThreadId 680] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:46.92791827 [ThreadId 685] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:25:49.950629868 [ThreadId 690] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:49.951125866 [ThreadId 692] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:50.219372118 [ThreadId 794] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:25:50.219404143 [ThreadId 800] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:50.219626677 [ThreadId 805] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:50.2197847 [ThreadId 811] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:50.219817264 [ThreadId 812] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:25:50.219848472 [ThreadId 815] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:25:50.219952413 [ThreadId 818] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:25:50.319034565 [ThreadId 824] INFO hls:	finish: Outline (took 0.00s)
2022-01-08 17:25:51.619966323 [ThreadId 834] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:25:51.620139522 [ThreadId 836] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:25:51.62033598 [ThreadId 838] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:25:51.620356921 [ThreadId 840] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:51.620624078 [ThreadId 842] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:51.620796302 [ThreadId 843] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:51.620865299 [ThreadId 845] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:25:59.68770345 [ThreadId 944] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:25:59.687910889 [ThreadId 950] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:25:59.68883227 [ThreadId 952] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:25:59.68905102 [ThreadId 958] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:25:59.689086056 [ThreadId 957] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:25:59.689605705 [ThreadId 963] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:25:59.689766541 [ThreadId 964] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:25:59.787176019 [ThreadId 970] INFO hls:	finish: Outline (took 0.00s)
2022-01-08 17:26:07.41586866 [ThreadId 993] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-08 17:26:07.416156255 [ThreadId 995] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-08 17:26:07.416105325 [ThreadId 997] INFO hls:	finish: retrie (took 0.00s)
2022-01-08 17:26:07.41630722 [ThreadId 999] INFO hls:	finish: importLens (took 0.00s)
2022-01-08 17:26:07.416670617 [ThreadId 1000] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-08 17:26:07.416647127 [ThreadId 1002] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-08 17:26:08.002411584 [ThreadId 1024] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-08 17:26:08.002468771 [ThreadId 1026] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-08 17:26:08.002319037 [ThreadId 1022] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-08 17:26:08.002580727 [ThreadId 1028] INFO hls:	finish: importLens (took 0.00s)
2022-01-08 17:26:08.002679105 [ThreadId 1030] INFO hls:	finish: retrie (took 0.00s)
2022-01-08 17:26:08.002951613 [ThreadId 1029] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-08 17:26:08.642169822 [ThreadId 1128] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:26:08.642419518 [ThreadId 1134] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:26:08.642610654 [ThreadId 1139] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:26:08.642655932 [ThreadId 1143] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:26:08.642687144 [ThreadId 1144] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:26:08.642727987 [ThreadId 1145] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:26:08.642904174 [ThreadId 1150] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:26:08.741990326 [ThreadId 1156] INFO hls:	finish: Outline (took 0.00s)
2022-01-08 17:26:09.125476119 [ThreadId 1255] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:26:09.125636916 [ThreadId 1261] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:26:09.126483042 [ThreadId 1270] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:26:09.126471805 [ThreadId 1267] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:26:09.127299387 [ThreadId 1284] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-08 17:26:09.127239102 [ThreadId 1287] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:26:09.127221729 [ThreadId 1286] INFO hls:	finish: importLens (took 0.00s)
2022-01-08 17:26:09.127459741 [ThreadId 1269] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:26:09.127809169 [ThreadId 1287] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-08 17:26:09.127938722 [ThreadId 1286] INFO hls:	finish: retrie (took 0.00s)
2022-01-08 17:26:09.127761845 [ThreadId 1263] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-08 17:26:09.12855862 [ThreadId 1292] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-08 17:26:09.128585361 [ThreadId 1291] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:26:09.225265839 [ThreadId 1299] INFO hls:	finish: Outline (took 0.00s)
2022-01-08 17:26:10.002104888 [ThreadId 1666] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:26:10.002163069 [ThreadId 1670] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:26:10.002253666 [ThreadId 1675] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:26:10.002299083 [ThreadId 1678] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:26:10.002484591 [ThreadId 1681] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:26:10.002640897 [ThreadId 1686] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:26:10.002646055 [ThreadId 1685] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-08 17:26:10.038291856 [ThreadId 1697] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-08 17:26:10.038449263 [ThreadId 1702] INFO hls:	finish: importLens (took 0.00s)
2022-01-08 17:26:10.038927352 [ThreadId 1707] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-08 17:26:10.039060621 [ThreadId 1708] INFO hls:	finish: retrie (took 0.00s)
2022-01-08 17:26:10.039265926 [ThreadId 1710] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-08 17:26:10.039396629 [ThreadId 1714] INFO hls:	finish: GhcideCodeActions.GetFileContents (took 0.00s)
2022-01-08 17:26:10.039412375 [ThreadId 1712] INFO hls:	finish: GhcideCodeActions.GhcSession (took 0.00s)
2022-01-08 17:26:10.039425359 [ThreadId 1716] INFO hls:	finish: GhcideCodeActions.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:26:10.039506554 [ThreadId 1718] INFO hls:	finish: GhcideCodeActions.TypeCheck (took 0.00s)
2022-01-08 17:26:10.039531544 [ThreadId 1720] INFO hls:	finish: GhcideCodeActions.GetAnnotatedParsedSource (took 0.00s)
2022-01-08 17:26:10.039550517 [ThreadId 1722] INFO hls:	finish: GhcideCodeActions.GetBindings (took 0.00s)
2022-01-08 17:26:10.039744457 [ThreadId 1724] INFO hls:	finish: GhcideCodeActions.getIdeOptions (took 0.00s)
2022-01-08 17:26:10.039775348 [ThreadId 1726] INFO hls:	finish: GhcideCodeActions.GetParsedModule (took 0.00s)
2022-01-08 17:26:10.039828986 [ThreadId 1728] INFO hls:	finish: GhcideCodeActions.GetParsedModule (took 0.00s)
2022-01-08 17:26:10.040365781 [ThreadId 1730] INFO hls:	finish: GhcideCodeActions.GetAnnotatedParsedSource (took 0.00s)
2022-01-08 17:26:10.040559541 [ThreadId 1732] INFO hls:	finish: GhcideCodeActions.GetFileContents (took 0.00s)
2022-01-08 17:26:10.102122286 [ThreadId 1738] INFO hls:	finish: Outline (took 0.00s)
2022-01-08 17:26:10.861374503 [ThreadId 2164] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-08 17:26:10.861455437 [ThreadId 2168] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-08 17:26:10.861831115 [ThreadId 2175] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-08 17:26:10.861964566 [ThreadId 2179] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-08 17:26:10.862069585 [ThreadId 2183] INFO hls:	finish:  (took 0.00s)
2022-01-08 17:26:10.862101494 [ThreadId 2184] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-08 17:26:10.862180681 [ThreadId 2185] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
