2022-01-09 01:18:41.1750000 [client] INFO Searching for server executables haskell-language-server-wrapper,haskell-language-server in $PATH
2022-01-09 01:18:41.1750000 [client] INFO $PATH environment variable: /home/vvcaw/.cabal/bin:/home/vvcaw/.ghcup/bin:/home/vvcaw/.emacs.d/bin:/home/vvcaw/.cargo/bin:/usr/local/sbin:/usr/local/bin:/usr/bin:/usr/bin/site_perl:/usr/bin/vendor_perl:/usr/bin/core_perl
2022-01-09 01:18:41.1790000 [client] INFO Found server executable in $PATH: haskell-language-server-wrapper
2022-01-09 01:18:41.1790000 [client] INFO Activating the language server in working dir: /home/vvcaw/dev/BWINF/Aufgabe2 (the workspace folder)
2022-01-09 01:18:41.1790000 [client] INFO run command: haskell-language-server-wrapper --lsp
2022-01-09 01:18:41.1790000 [client] INFO debug command: haskell-language-server-wrapper --lsp
2022-01-09 01:18:41.1790000 [client] INFO server environment variables:
2022-01-09 01:18:41.1810000 [client] INFO Starting language server
No 'hie.yaml' found. Try to discover the project type!
Run entered for haskell-language-server-wrapper(haskell-language-server-wrapper) Version 1.5.1.0, Git revision 745ef26f406dbdd5e4a538585f8519af9f1ccb09 (dirty) x86_64 ghc-8.10.7
Current directory: /home/vvcaw/dev/BWINF/Aufgabe2
Operating system: linux
Arguments: ["--lsp"]
Cradle directory: /home/vvcaw/dev/BWINF/Aufgabe2
Cradle type: Default

Tool versions found on the $PATH
cabal:		3.6.2.0
stack:		2.7.3
ghc:		9.0.1


Consulting the cradle to get project GHC version...
Project GHC version: 9.0.1
haskell-language-server exe candidates: ["haskell-language-server-9.0.1","haskell-language-server"]
Launching haskell-language-server exe at:/home/vvcaw/.ghcup/bin/haskell-language-server-9.0.1
haskell-language-server version: 1.5.1.0 (GHC: 9.0.1) (PATH: /home/vvcaw/.ghcup/bin/haskell-language-server-9.0.1~1.5.1) (GIT hash: 745ef26f406dbdd5e4a538585f8519af9f1ccb09)
Starting (haskell-language-server)LSP server...
  with arguments: GhcideArguments {argsCommand = LSP, argsCwd = Nothing, argsShakeProfiling = Nothing, argsTesting = False, argsExamplePlugin = False, argsDebugOn = False, argsLogFile = Nothing, argsThreads = 0, argsProjectGhcVersion = False}
  with plugins: [PluginId "pragmas",PluginId "floskell",PluginId "fourmolu",PluginId "ormolu",PluginId "retrie",PluginId "callHierarchy",PluginId "haddockComments",PluginId "eval",PluginId "importLens",PluginId "refineImports",PluginId "moduleName",PluginId "hlint",PluginId "splice",PluginId "ghcide-hover-and-symbols",PluginId "ghcide-code-actions-imports-exports",PluginId "ghcide-code-actions-type-signatures",PluginId "ghcide-code-actions-bindings",PluginId "ghcide-code-actions-fill-holes",PluginId "ghcide-completions",PluginId "ghcide-type-lenses",PluginId "ghcide-core"]
  in directory: /home/vvcaw/dev/BWINF/Aufgabe2
 2022-01-09 02:18:41.602871822 [ThreadId 4] INFO hls:	Starting LSP server...
2022-01-09 02:18:48.452682626 [ThreadId 693] INFO hls:	finish: GhcideCodeActions.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:18:48.452698109 [ThreadId 700] INFO hls:	finish: GhcideCodeActions.GetBindings (took 0.00s)
2022-01-09 02:18:48.452764847 [ThreadId 701] INFO hls:	finish: GhcideCodeActions.getIdeOptions (took 0.00s)
2022-01-09 02:18:48.453140609 [ThreadId 703] INFO hls:	finish: GhcideCodeActions.GetParsedModule (took 0.00s)
2022-01-09 02:18:48.453175455 [ThreadId 702] INFO hls:	finish: GhcideCodeActions.GetParsedModule (took 0.00s)
2022-01-09 02:18:48.453193567 [ThreadId 704] INFO hls:	finish: GhcideCodeActions.GetParsedModule (took 0.00s)
2022-01-09 02:18:48.453351086 [ThreadId 706] INFO hls:	finish: GhcideCodeActions.GetFileContents (took 0.00s)
2022-01-09 02:18:48.453358268 [ThreadId 705] INFO hls:	finish: GhcideCodeActions.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:18:48.453805769 [ThreadId 707] INFO hls:	finish: GhcideCodeActions.GetFileContents (took 0.00s)
2022-01-09 02:18:48.45468671 [ThreadId 708] INFO hls:	finish: GhcideCodeActions.TypeCheck (took 0.00s)
2022-01-09 02:18:48.454824016 [ThreadId 709] INFO hls:	finish: GhcideCodeActions.GetHieAst (took 0.00s)
2022-01-09 02:18:48.455705264 [ThreadId 710] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-09 02:18:48.550585112 [ThreadId 716] INFO hls:	finish: Outline (took 0.00s)
2022-01-09 02:18:53.481523057 [ThreadId 766] INFO hls:	finish: importLens (took 0.00s)
2022-01-09 02:18:53.481647978 [ThreadId 764] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:18:53.481865814 [ThreadId 767] INFO hls:	finish: splice.codeAction.GitHieAst (took 0.00s)
2022-01-09 02:18:53.482549403 [ThreadId 763] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-09 02:18:53.48262856 [ThreadId 765] INFO hls:	finish: RefineImports (took 0.00s)
2022-01-09 02:18:53.482748215 [ThreadId 768] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-09 02:18:53.482985844 [ThreadId 769] INFO hls:	finish: retrie (took 0.00s)
2022-01-09 02:18:53.483206817 [ThreadId 770] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-09 02:18:55.242576678 [ThreadId 802] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:18:55.243117288 [ThreadId 801] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-09 02:18:55.243240613 [ThreadId 807] INFO hls:	finish: RefineImports (took 0.00s)
2022-01-09 02:18:55.243279843 [ThreadId 808] INFO hls:	finish: retrie (took 0.00s)
2022-01-09 02:18:55.243484863 [ThreadId 809] INFO hls:	finish: importLens (took 0.00s)
2022-01-09 02:18:55.243509906 [ThreadId 810] INFO hls:	finish: splice.codeAction.GitHieAst (took 0.00s)
2022-01-09 02:18:55.243603247 [ThreadId 811] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-09 02:18:55.243760434 [ThreadId 812] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-09 02:18:57.401680989 [ThreadId 839] INFO hls:	finish: RefineImports (took 0.00s)
2022-01-09 02:18:57.401691192 [ThreadId 835] INFO hls:	finish: splice.codeAction.GitHieAst (took 0.00s)
2022-01-09 02:18:57.401718338 [ThreadId 834] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-09 02:18:57.401754773 [ThreadId 837] INFO hls:	finish: retrie (took 0.00s)
2022-01-09 02:18:57.401763347 [ThreadId 840] INFO hls:	finish: importLens (took 0.00s)
2022-01-09 02:18:57.401780849 [ThreadId 836] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-09 02:18:57.401823074 [ThreadId 841] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-09 02:18:57.401877388 [ThreadId 838] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:18:57.88748971 [ThreadId 857] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-09 02:18:57.887621144 [ThreadId 860] INFO hls:	finish: importLens (took 0.00s)
2022-01-09 02:18:57.887730688 [ThreadId 864] INFO hls:	finish: RefineImports (took 0.00s)
2022-01-09 02:18:57.887771826 [ThreadId 861] INFO hls:	finish: retrie (took 0.00s)
2022-01-09 02:18:57.888028364 [ThreadId 862] INFO hls:	finish: splice.codeAction.GitHieAst (took 0.00s)
2022-01-09 02:18:57.888230262 [ThreadId 859] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-09 02:18:57.888365149 [ThreadId 858] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:18:57.888388889 [ThreadId 863] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-09 02:19:01.462940169 [ThreadId 880] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-09 02:19:01.462950719 [ThreadId 882] INFO hls:	finish: importLens (took 0.00s)
2022-01-09 02:19:01.462981313 [ThreadId 883] INFO hls:	finish: splice.codeAction.GitHieAst (took 0.00s)
2022-01-09 02:19:01.463121718 [ThreadId 884] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-09 02:19:01.463233883 [ThreadId 886] INFO hls:	finish: retrie (took 0.00s)
2022-01-09 02:19:01.463222816 [ThreadId 885] INFO hls:	finish: RefineImports (took 0.00s)
2022-01-09 02:19:01.463259405 [ThreadId 881] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:19:01.46329285 [ThreadId 887] INFO hls:	finish: Pragmas.GetFileContents (took 0.00s)
2022-01-09 02:19:01.928314002 [ThreadId 939] INFO hls:	finish: codeLens.TypeCheck (took 0.00s)
2022-01-09 02:19:01.928584792 [ThreadId 941] INFO hls:	finish: ModuleName.ghcSession (took 0.00s)
2022-01-09 02:19:01.929018584 [ThreadId 945] INFO hls:	finish: ModuleName.GetParsedModule (took 0.00s)
2022-01-09 02:19:01.929256476 [ThreadId 938] INFO hls:	finish: eval.GetParsedModuleWithComments (took 0.00s)
2022-01-09 02:19:01.929423798 [ThreadId 942] INFO hls:	finish: codeLens.GetBindings (took 0.00s)
2022-01-09 02:19:01.92963619 [ThreadId 940] INFO hls:	finish:  (took 0.00s)
2022-01-09 02:19:01.929826318 [ThreadId 937] INFO hls:	finish: RefineImports (took 0.00s)
2022-01-09 02:19:01.929796534 [ThreadId 951] INFO hls:	finish: codeLens.GetGlobalBindingTypeSigs (took 0.00s)
2022-01-09 02:19:01.941353763 [ThreadId 974] INFO hls:	finish: retrie (took 0.00s)
2022-01-09 02:19:01.941427424 [ThreadId 970] INFO hls:	finish: HaddockComments.GetAnnotatedParsedSource (took 0.00s)
2022-01-09 02:19:01.941436333 [ThreadId 972] INFO hls:	finish: Pragmas.GetParsedModule (took 0.00s)
2022-01-09 02:19:01.941553399 [ThreadId 976] INFO hls:	finish: GhcideCodeActions.getParsedModule (took 0.00s)
2022-01-09 02:19:01.941573271 [ThreadId 977] INFO hls:	finish: splice.codeAction.GitHieAst (took 0.00s)
2022-01-09 02:19:01.941612185 [ThreadId 978] INFO hls:	finish: importLens (took 0.00s)
2022-01-09 02:19:01.941692609 [ThreadId 973] INFO hls:	finish: RefineImports (took 0.00s)
